observation_id,district_id,district_name,window_start_date,signals_7d,signals_30d,signals_90d,checkpost_anomalies_count,subsequent_30d_surge_observed
TRN-ROW-00969,13,Thoothukudi,2025-02-13 14:05:51,1,33,77,0,0
TRN-ROW-00970,4,Salem,2025-09-22 11:12:11,8,27,76,3,1
TRN-ROW-00971,33,Thiruvarur,2025-05-25 19:55:55,2,33,51,0,1
TRN-ROW-00972,16,Kancheepuram,2025-04-18 00:52:16,10,24,35,5,1
TRN-ROW-00973,5,Tiruchirappalli,2025-01-24 22:00:31,15,17,27,0,1
TRN-ROW-00974,37,Tirupathur,2024-09-23 13:27:07,0,11,91,0,0
TRN-ROW-00975,7,Erode,2025-10-12 02:49:41,7,27,15,4,1
TRN-ROW-00976,23,Namakkal,2025-01-22 14:41:25,7,12,52,2,0
TRN-ROW-00977,25,Karur,2025-02-08 10:48:40,7,31,72,1,0
TRN-ROW-00978,6,Tirunelveli,2025-11-30 01:03:55,12,36,81,5,1
TRN-ROW-00979,38,Tiruvannamalai,2025-11-06 20:16:03,14,24,26,5,1
TRN-ROW-00980,21,Kallakurichi,2026-06-16 03:52:01,15,35,81,6,1
TRN-ROW-00981,36,Ranipet,2025-03-07 07:55:59,3,31,61,6,1
TRN-ROW-00982,31,Virudhunagar,2024-10-28 00:46:36,5,24,73,3,1
TRN-ROW-00983,32,Theni,2024-11-23 19:00:46,15,36,5,2,1
TRN-ROW-00984,30,Ramanathapuram,2024-09-20 12:06:51,2,25,20,1,1
TRN-ROW-00985,36,Ranipet,2025-10-07 00:46:51,14,28,92,4,1
TRN-ROW-00986,5,Tiruchirappalli,2024-09-28 15:46:12,0,14,74,6,1
TRN-ROW-00987,38,Tiruvannamalai,2024-11-03 04:48:50,1,6,33,3,1
TRN-ROW-00988,34,Nagapattinam,2025-10-21 20:05:49,6,3,99,4,1
TRN-ROW-00989,31,Virudhunagar,2025-09-14 17:34:33,13,37,61,0,1
TRN-ROW-00990,26,Ariyalur,2025-08-20 17:51:17,3,21,30,0,1
TRN-ROW-00991,4,Salem,2024-11-02 21:32:34,6,5,28,4,1
TRN-ROW-00992,16,Kancheepuram,2025-07-08 16:47:00,14,22,45,1,0
TRN-ROW-00993,15,Tenkasi,2025-08-09 21:15:55,4,33,51,4,1
TRN-ROW-00994,12,Thanjavur,2025-12-27 01:37:31,11,29,48,1,1
TRN-ROW-00995,14,Kanniyakumari,2026-04-14 17:29:19,8,12,66,6,1
TRN-ROW-00996,28,Pudukkottai,2026-05-02 09:29:20,6,9,96,6,1
TRN-ROW-00997,27,Perambalur,2025-03-07 07:33:36,5,11,77,5,1
TRN-ROW-00998,35,Mayiladuthurai,2024-11-28 19:55:56,10,11,63,3,1
TRN-ROW-00999,15,Tenkasi,2026-01-08 03:28:01,4,5,88,3,1
TRN-ROW-01000,29,Sivaganga,2024-08-29 19:00:47,14,32,6,1,1
TRN-ROW-01001,6,Tirunelveli,2024-12-14 13:22:09,9,28,30,2,1
TRN-ROW-01002,17,Chengalpattu,2024-12-21 06:54:15,5,39,13,3,1
TRN-ROW-01003,20,Viluppuram,2025-09-13 01:11:44,7,40,36,3,1
TRN-ROW-01004,11,Dindigul,2025-03-22 04:42:49,15,40,67,6,1
TRN-ROW-01005,12,Thanjavur,2025-03-19 19:17:45,9,16,61,0,0
TRN-ROW-01006,16,Kancheepuram,2025-12-04 02:04:16,12,6,64,2,0
TRN-ROW-01007,4,Salem,2026-02-01 04:51:42,0,25,43,2,0
TRN-ROW-01008,18,Tiruvallur,2025-05-27 23:28:49,1,21,33,0,1
TRN-ROW-01009,31,Virudhunagar,2025-10-30 10:25:51,9,22,51,2,0
TRN-ROW-01010,14,Kanniyakumari,2025-10-10 17:33:42,10,38,25,1,1
TRN-ROW-01011,2,Coimbatore,2024-09-03 04:06:20,4,32,21,3,1
TRN-ROW-01012,26,Ariyalur,2025-12-26 16:27:31,8,40,53,4,1
TRN-ROW-01013,21,Kallakurichi,2026-05-07 18:31:07,5,32,84,4,1
TRN-ROW-01014,15,Tenkasi,2026-06-03 06:49:34,10,23,13,2,1
TRN-ROW-01015,36,Ranipet,2025-09-24 12:22:33,8,38,79,0,0
TRN-ROW-01016,17,Chengalpattu,2024-09-15 09:11:43,15,22,64,4,1
TRN-ROW-01017,33,Thiruvarur,2026-05-21 06:19:03,9,27,95,2,0
TRN-ROW-01018,17,Chengalpattu,2025-02-25 20:01:01,4,32,84,0,0
TRN-ROW-01019,30,Ramanathapuram,2025-06-11 10:12:52,1,29,10,1,1
TRN-ROW-01020,20,Viluppuram,2026-06-16 00:06:16,6,32,97,1,0
TRN-ROW-01021,21,Kallakurichi,2025-09-10 10:54:56,3,10,39,1,0
TRN-ROW-01022,8,Tiruppur,2024-11-03 11:53:31,4,26,39,6,1
TRN-ROW-01023,9,Vellore,2026-05-22 07:43:44,6,4,54,3,1
TRN-ROW-01024,11,Dindigul,2026-06-07 18:55:06,8,38,55,0,1
TRN-ROW-01025,18,Tiruvallur,2025-05-08 23:31:51,1,6,36,5,1
TRN-ROW-01026,10,Krishnagiri,2026-04-18 11:38:27,1,27,77,3,1
TRN-ROW-01027,32,Theni,2026-03-29 03:21:35,12,32,19,3,1
TRN-ROW-01028,20,Viluppuram,2024-12-31 19:17:39,8,35,5,0,1
TRN-ROW-01029,16,Kancheepuram,2026-03-05 11:47:00,4,1,43,0,0
TRN-ROW-01030,23,Namakkal,2025-01-27 22:28:12,10,39,49,3,1
TRN-ROW-01031,4,Salem,2025-10-26 18:37:30,14,33,99,1,0
TRN-ROW-01032,1,Chennai,2025-11-13 18:20:47,1,37,52,3,1
TRN-ROW-01033,5,Tiruchirappalli,2026-04-20 15:47:57,1,23,43,5,1
TRN-ROW-01034,34,Nagapattinam,2024-08-31 00:56:48,0,40,43,2,1
TRN-ROW-01035,13,Thoothukudi,2025-01-15 16:00:53,0,6,17,2,0
TRN-ROW-01036,19,Cuddalore,2025-03-20 02:16:49,6,22,52,0,0
TRN-ROW-01037,37,Tirupathur,2026-06-04 10:53:00,8,3,80,5,1
TRN-ROW-01038,5,Tiruchirappalli,2025-11-25 15:57:25,11,14,84,3,1
TRN-ROW-01039,3,Madurai,2025-07-30 22:58:47,13,4,50,1,0
TRN-ROW-01040,1,Chennai,2025-05-31 14:01:22,1,26,65,5,1
TRN-ROW-01041,9,Vellore,2024-09-03 13:30:09,7,39,79,0,0
TRN-ROW-01042,22,Dharmapuri,2025-08-08 09:11:12,10,19,44,5,1
TRN-ROW-01043,11,Dindigul,2025-11-09 20:22:41,10,2,72,6,1
TRN-ROW-01044,8,Tiruppur,2025-09-23 08:27:36,12,25,59,4,1
TRN-ROW-01045,19,Cuddalore,2025-08-03 03:29:55,13,39,59,0,1
TRN-ROW-01046,1,Chennai,2025-11-19 20:03:56,8,37,63,3,1
TRN-ROW-01047,2,Coimbatore,2025-07-05 05:04:21,0,33,67,4,1
TRN-ROW-01048,31,Virudhunagar,2025-09-22 23:52:32,0,35,22,0,1
TRN-ROW-01049,24,Nilgiris,2024-12-13 18:25:52,1,10,28,6,1
TRN-ROW-01050,24,Nilgiris,2025-12-14 17:12:28,14,21,6,5,1
TRN-ROW-01051,35,Mayiladuthurai,2025-03-22 07:21:26,14,1,34,6,1
TRN-ROW-01052,6,Tirunelveli,2025-12-14 04:33:02,13,37,39,5,1
TRN-ROW-01053,4,Salem,2026-01-26 09:24:57,3,30,21,5,1
TRN-ROW-01054,10,Krishnagiri,2025-05-06 08:44:31,15,25,40,4,1
TRN-ROW-01055,12,Thanjavur,2024-12-28 09:44:15,8,38,6,4,1
TRN-ROW-01056,32,Theni,2024-11-19 07:34:39,5,28,11,6,1
TRN-ROW-01057,34,Nagapattinam,2026-01-27 04:47:03,2,18,65,5,1
TRN-ROW-01058,9,Vellore,2025-02-17 10:06:01,4,22,94,0,0
TRN-ROW-01059,8,Tiruppur,2026-02-27 03:36:44,7,39,72,4,1
TRN-ROW-01060,8,Tiruppur,2025-09-04 08:14:18,7,38,94,2,0
TRN-ROW-01061,37,Tirupathur,2025-04-10 03:03:30,15,3,78,3,1
TRN-ROW-01062,13,Thoothukudi,2026-04-26 07:22:35,1,26,96,4,1
TRN-ROW-01063,11,Dindigul,2025-09-23 00:23:30,12,15,52,6,1
TRN-ROW-01064,20,Viluppuram,2025-01-22 05:49:32,4,9,65,4,1
TRN-ROW-01065,24,Nilgiris,2025-11-04 23:10:04,12,16,78,6,1
TRN-ROW-01066,2,Coimbatore,2024-11-28 16:48:05,15,27,60,3,1
TRN-ROW-01067,10,Krishnagiri,2025-12-04 13:15:44,1,9,26,4,1
TRN-ROW-01068,2,Coimbatore,2025-07-24 09:32:57,14,32,29,1,1
TRN-ROW-01069,37,Tirupathur,2024-09-06 12:14:46,3,8,57,4,1
TRN-ROW-01070,9,Vellore,2026-02-07 03:16:42,2,6,56,4,1
TRN-ROW-01071,14,Kanniyakumari,2025-12-30 13:16:47,5,40,89,6,1
TRN-ROW-01072,3,Madurai,2025-01-05 19:29:15,14,32,34,4,1
TRN-ROW-01073,25,Karur,2024-09-08 07:14:39,11,36,83,3,1
TRN-ROW-01074,3,Madurai,2026-06-15 19:59:56,5,10,80,1,0
TRN-ROW-01075,38,Tiruvannamalai,2025-01-07 10:05:46,3,31,6,3,1
TRN-ROW-01076,24,Nilgiris,2024-11-30 23:35:09,6,6,63,0,0
TRN-ROW-01077,2,Coimbatore,2026-05-22 21:57:44,1,27,24,5,1
TRN-ROW-01078,1,Chennai,2026-01-22 20:05:29,14,33,15,2,1
TRN-ROW-01079,6,Tirunelveli,2025-12-03 14:57:48,3,11,29,2,0
TRN-ROW-01080,7,Erode,2026-01-07 07:16:38,14,2,70,2,0
TRN-ROW-01081,13,Thoothukudi,2024-09-26 11:47:02,11,17,96,3,1
TRN-ROW-01082,17,Chengalpattu,2026-02-05 13:23:57,0,19,40,0,0
TRN-ROW-01083,7,Erode,2026-02-20 13:32:31,5,10,57,4,1
TRN-ROW-01084,12,Thanjavur,2025-10-22 12:27:53,4,4,100,3,1
TRN-ROW-01085,29,Sivaganga,2025-02-25 11:57:52,5,25,30,4,1
TRN-ROW-01086,22,Dharmapuri,2025-10-27 14:12:37,12,32,55,1,0
TRN-ROW-01087,12,Thanjavur,2025-01-25 11:42:54,10,8,54,5,1
TRN-ROW-01088,38,Tiruvannamalai,2025-05-17 21:43:54,7,19,98,3,1
TRN-ROW-01089,34,Nagapattinam,2024-12-26 06:50:58,7,21,52,5,1
TRN-ROW-01090,8,Tiruppur,2026-04-29 08:05:32,10,29,25,3,1
TRN-ROW-01091,23,Namakkal,2026-06-07 08:13:00,5,38,21,1,1
TRN-ROW-01092,4,Salem,2025-02-23 09:15:36,15,29,95,5,1
TRN-ROW-01093,15,Tenkasi,2024-10-06 17:24:13,4,40,68,3,1
TRN-ROW-01094,26,Ariyalur,2024-12-31 22:51:09,1,6,95,5,1
TRN-ROW-01095,5,Tiruchirappalli,2025-11-27 19:35:35,6,26,89,5,1
TRN-ROW-01096,36,Ranipet,2025-03-11 21:56:31,9,9,70,1,0
TRN-ROW-01097,7,Erode,2025-03-01 08:54:17,10,31,65,5,1
TRN-ROW-01098,17,Chengalpattu,2026-04-04 18:08:59,9,14,28,5,1
TRN-ROW-01099,17,Chengalpattu,2025-07-09 08:42:59,15,32,33,2,1
TRN-ROW-01100,37,Tirupathur,2025-04-05 20:56:16,10,31,96,2,0
TRN-ROW-01101,19,Cuddalore,2025-10-19 10:15:57,11,40,70,2,0
TRN-ROW-01102,30,Ramanathapuram,2026-06-20 07:47:15,6,37,52,1,1
TRN-ROW-01103,31,Virudhunagar,2024-11-30 05:23:18,7,10,6,5,1
TRN-ROW-01104,1,Chennai,2025-07-18 07:11:57,13,21,9,3,1
TRN-ROW-01105,13,Thoothukudi,2025-09-30 08:50:03,13,26,52,4,1
TRN-ROW-01106,8,Tiruppur,2024-09-14 22:30:02,4,22,14,0,1
TRN-ROW-01107,23,Namakkal,2026-04-18 18:07:30,2,2,88,1,0
TRN-ROW-01108,33,Thiruvarur,2024-09-18 03:32:40,6,40,51,5,1
TRN-ROW-01109,24,Nilgiris,2026-04-14 07:38:13,14,23,13,2,1
TRN-ROW-01110,38,Tiruvannamalai,2026-05-08 21:35:39,0,5,86,0,0
TRN-ROW-01111,31,Virudhunagar,2026-03-09 09:20:18,12,23,79,1,0
TRN-ROW-01112,25,Karur,2025-06-03 22:48:04,1,26,67,4,1
TRN-ROW-01113,6,Tirunelveli,2025-08-11 23:15:23,1,27,20,3,1
TRN-ROW-01114,24,Nilgiris,2026-02-09 05:48:39,11,13,68,6,1
TRN-ROW-01115,37,Tirupathur,2026-02-03 00:23:41,10,21,13,0,1
TRN-ROW-01116,35,Mayiladuthurai,2024-08-31 07:25:05,7,2,41,0,0
TRN-ROW-01117,23,Namakkal,2024-09-17 12:28:27,7,9,88,6,1
TRN-ROW-01118,34,Nagapattinam,2025-12-29 13:27:35,9,4,58,6,1
TRN-ROW-01119,4,Salem,2025-12-19 08:10:49,7,21,60,5,1
TRN-ROW-01120,21,Kallakurichi,2024-12-16 02:15:19,3,12,30,4,1
TRN-ROW-01121,22,Dharmapuri,2025-07-21 16:54:43,5,19,14,4,1
TRN-ROW-01122,32,Theni,2025-04-06 15:08:57,3,14,96,0,0
TRN-ROW-01123,10,Krishnagiri,2026-05-02 11:36:31,15,25,26,5,1
TRN-ROW-01124,13,Thoothukudi,2024-12-27 22:57:37,7,27,85,5,1
TRN-ROW-01125,3,Madurai,2026-04-19 02:49:22,6,29,71,1,0
TRN-ROW-01126,19,Cuddalore,2025-04-22 08:25:16,15,7,96,0,0
TRN-ROW-01127,35,Mayiladuthurai,2026-01-05 01:55:24,2,27,10,3,1
TRN-ROW-01128,8,Tiruppur,2026-02-15 12:00:23,7,1,12,2,0
TRN-ROW-01129,35,Mayiladuthurai,2024-11-12 17:27:25,10,25,9,0,1
TRN-ROW-01130,18,Tiruvallur,2025-04-21 02:40:32,11,35,100,3,1
TRN-ROW-01131,32,Theni,2025-10-18 23:35:17,7,40,93,2,0
TRN-ROW-01132,25,Karur,2025-11-29 19:54:47,5,29,6,2,1
TRN-ROW-01133,30,Ramanathapuram,2025-02-14 07:43:36,14,37,60,3,1
TRN-ROW-01134,3,Madurai,2024-12-25 08:34:03,9,8,54,5,1
TRN-ROW-01135,5,Tiruchirappalli,2025-07-06 12:29:51,14,8,44,0,0
TRN-ROW-01136,15,Tenkasi,2025-02-28 00:48:38,7,2,27,3,1
TRN-ROW-01137,1,Chennai,2024-11-21 01:38:15,2,28,82,6,1
TRN-ROW-01138,20,Viluppuram,2024-09-08 08:05:10,4,10,55,6,1
TRN-ROW-01139,12,Thanjavur,2024-11-06 03:34:16,0,28,70,5,1
TRN-ROW-01140,16,Kancheepuram,2025-07-23 21:14:10,11,20,35,3,1
TRN-ROW-01141,16,Kancheepuram,2026-02-16 19:22:13,1,29,85,3,1
TRN-ROW-01142,13,Thoothukudi,2024-11-12 07:05:45,1,32,74,6,1
TRN-ROW-01143,22,Dharmapuri,2025-01-07 11:11:19,2,40,99,2,0
TRN-ROW-01144,7,Erode,2025-05-07 13:23:41,3,9,89,5,1
TRN-ROW-01145,32,Theni,2026-03-10 13:04:15,12,39,24,1,1
TRN-ROW-01146,6,Tirunelveli,2026-02-11 11:24:41,13,3,91,3,1
TRN-ROW-01147,19,Cuddalore,2025-02-11 23:43:57,2,35,62,6,1
TRN-ROW-01148,1,Chennai,2025-12-04 23:04:01,6,17,56,0,0
TRN-ROW-01149,24,Nilgiris,2025-12-27 19:10:31,15,22,97,4,1
TRN-ROW-01150,15,Tenkasi,2024-11-21 08:28:54,0,34,38,3,1
TRN-ROW-01151,21,Kallakurichi,2025-07-06 22:00:07,4,23,11,2,1
TRN-ROW-01152,11,Dindigul,2025-09-13 00:17:04,5,16,38,5,1
TRN-ROW-01153,8,Tiruppur,2025-07-17 10:19:41,5,22,86,0,0
TRN-ROW-01154,25,Karur,2026-01-10 11:05:06,11,39,24,5,1
TRN-ROW-01155,10,Krishnagiri,2025-02-02 09:12:32,10,19,75,3,1
TRN-ROW-01156,3,Madurai,2025-03-27 10:53:38,6,24,92,5,1
TRN-ROW-01157,11,Dindigul,2026-03-20 19:01:47,0,11,29,1,0
TRN-ROW-01158,37,Tirupathur,2024-11-23 21:18:21,6,1,94,4,1
TRN-ROW-01159,9,Vellore,2026-01-19 12:04:44,12,13,88,4,1
TRN-ROW-01160,28,Pudukkottai,2026-04-28 15:12:43,1,25,63,0,0
TRN-ROW-01161,6,Tirunelveli,2025-09-09 20:14:49,2,24,69,3,1
TRN-ROW-01162,19,Cuddalore,2025-04-03 09:00:32,0,19,75,2,0
TRN-ROW-01163,8,Tiruppur,2026-04-29 09:31:20,0,7,56,4,1
TRN-ROW-01164,3,Madurai,2025-09-27 08:48:25,9,22,81,2,0
TRN-ROW-01165,16,Kancheepuram,2024-11-23 21:21:35,4,13,14,3,1
TRN-ROW-01166,13,Thoothukudi,2024-12-27 09:21:15,0,10,98,4,1
TRN-ROW-01167,1,Chennai,2026-03-24 14:05:21,14,8,100,2,0
TRN-ROW-01168,1,Chennai,2026-06-09 19:29:51,6,8,84,3,1
TRN-ROW-01169,9,Vellore,2026-06-15 17:14:30,9,40,47,3,1
TRN-ROW-01170,27,Perambalur,2025-02-25 15:16:53,5,35,51,1,1
TRN-ROW-01171,29,Sivaganga,2025-02-22 11:24:00,7,2,16,4,1
TRN-ROW-01172,13,Thoothukudi,2025-11-07 16:02:50,9,8,67,6,1
TRN-ROW-01173,14,Kanniyakumari,2025-02-17 17:22:48,13,1,65,2,0
TRN-ROW-01174,5,Tiruchirappalli,2025-08-24 21:20:24,12,19,24,5,1
TRN-ROW-01175,10,Krishnagiri,2025-04-16 10:24:28,5,21,36,0,0
TRN-ROW-01176,16,Kancheepuram,2025-12-08 11:23:18,9,3,84,4,1
TRN-ROW-01177,4,Salem,2026-05-29 23:45:56,4,39,16,5,1
TRN-ROW-01178,24,Nilgiris,2024-09-13 06:48:59,0,15,48,5,1
TRN-ROW-01179,6,Tirunelveli,2025-10-10 11:03:36,12,13,63,0,0
TRN-ROW-01180,14,Kanniyakumari,2024-12-13 19:17:07,10,27,16,5,1
TRN-ROW-01181,35,Mayiladuthurai,2025-12-07 23:12:50,11,18,58,3,1
TRN-ROW-01182,28,Pudukkottai,2025-12-24 11:13:28,14,29,94,1,0
TRN-ROW-01183,2,Coimbatore,2024-09-13 05:06:45,0,36,96,0,0
TRN-ROW-01184,2,Coimbatore,2025-04-17 09:04:38,10,30,39,6,1
TRN-ROW-01185,37,Tirupathur,2025-03-23 23:34:22,12,16,11,4,1
TRN-ROW-01186,4,Salem,2025-05-11 12:11:10,13,34,24,5,1
TRN-ROW-01187,9,Vellore,2026-02-14 21:37:38,12,11,100,4,1
TRN-ROW-01188,17,Chengalpattu,2025-01-14 02:48:24,0,29,98,6,1
TRN-ROW-01189,26,Ariyalur,2024-09-15 10:05:44,2,33,11,0,1
TRN-ROW-01190,3,Madurai,2025-03-18 02:10:12,0,6,38,0,0
TRN-ROW-01191,9,Vellore,2025-08-16 09:47:27,8,26,82,0,0
TRN-ROW-01192,4,Salem,2025-09-28 18:27:13,4,30,9,1,1
TRN-ROW-01193,9,Vellore,2026-03-22 11:41:37,8,15,20,3,1
TRN-ROW-01194,8,Tiruppur,2025-03-30 22:00:02,5,30,9,4,1
TRN-ROW-01195,4,Salem,2026-01-19 15:24:24,5,3,14,4,1
TRN-ROW-01196,11,Dindigul,2026-04-20 22:54:28,12,19,60,2,0
TRN-ROW-01197,1,Chennai,2024-12-17 13:22:12,14,11,70,6,1
TRN-ROW-01198,1,Chennai,2026-02-07 04:48:20,1,35,38,1,1
TRN-ROW-01199,12,Thanjavur,2025-09-13 02:59:28,3,40,97,1,0
TRN-ROW-01200,7,Erode,2025-08-31 00:32:33,15,23,8,1,1
