snapshot_id,district_id,district_name,snapshot_date,daily_signals_count,velocity_ratio,risk_level,confidence_score,coverage_status
SNAP-00830,38,Tiruvannamalai,2024-01-23 03:16:35,18,1.1,WATCH,70,GOOD
SNAP-00831,36,Ranipet,2024-02-21 04:34:17,20,1.6,WATCH,72,GOOD
SNAP-00832,2,Coimbatore,2023-12-04 13:22:13,17,6,HIGH PREVENTIVE ATTENTION,88,GOOD
SNAP-00833,2,Coimbatore,2025-10-15 22:21:04,16,6,HIGH PREVENTIVE ATTENTION,88,GOOD
SNAP-00834,36,Ranipet,2025-08-16 16:22:13,0,1.6,WATCH,72,GOOD
SNAP-00835,7,Erode,2025-01-13 18:28:26,1,1.2,WATCH,75,GOOD
SNAP-00836,37,Tirupathur,2024-05-25 01:48:02,17,1.2,WATCH,67,MODERATE
SNAP-00837,2,Coimbatore,2026-04-29 10:58:13,12,6,HIGH PREVENTIVE ATTENTION,88,GOOD
SNAP-00838,37,Tirupathur,2025-06-03 08:23:53,13,1.2,WATCH,67,MODERATE
SNAP-00839,21,Kallakurichi,2025-10-29 21:16:07,13,0.6,LOW,58,LIMITED
SNAP-00840,29,Sivaganga,2024-04-14 06:13:48,20,0.6,LOW,59,LIMITED
SNAP-00841,6,Tirunelveli,2024-09-09 22:05:46,2,1,WATCH,72,MODERATE
SNAP-00842,4,Salem,2024-03-14 23:56:11,19,2.4,INCREASING,82,GOOD
SNAP-00843,19,Cuddalore,2025-01-15 04:42:18,7,0.8,LOW,62,MODERATE
SNAP-00844,20,Viluppuram,2025-04-13 09:21:53,10,1,WATCH,65,MODERATE
SNAP-00845,28,Pudukkottai,2026-01-23 07:50:10,5,0.8,LOW,61,MODERATE
SNAP-00846,23,Namakkal,2024-09-11 12:20:41,2,0.9,WATCH,68,MODERATE
SNAP-00847,7,Erode,2024-03-14 15:48:08,17,1.2,WATCH,75,GOOD
SNAP-00848,6,Tirunelveli,2024-06-21 03:24:31,1,1,WATCH,72,MODERATE
SNAP-00849,2,Coimbatore,2026-01-21 04:55:55,20,6,HIGH PREVENTIVE ATTENTION,88,GOOD
SNAP-00850,2,Coimbatore,2025-06-28 08:29:12,12,6,HIGH PREVENTIVE ATTENTION,88,GOOD
SNAP-00851,5,Tiruchirappalli,2026-07-29 15:14:12,3,1.1,WATCH,74,GOOD
SNAP-00852,12,Thanjavur,2024-04-25 12:31:28,14,0.7,LOW,64,MODERATE
SNAP-00853,25,Karur,2024-02-08 01:56:49,13,0.7,LOW,60,MODERATE
SNAP-00854,13,Thoothukudi,2024-05-18 09:36:46,2,2.5,INCREASING,86,GOOD
SNAP-00855,4,Salem,2024-06-30 12:23:40,10,2.4,INCREASING,82,GOOD
SNAP-00856,15,Tenkasi,2025-05-29 14:55:52,13,2.3,WATCH,68,LIMITED
SNAP-00857,38,Tiruvannamalai,2024-03-18 16:42:22,20,1.1,WATCH,70,GOOD
SNAP-00858,34,Nagapattinam,2024-05-11 14:19:12,15,1.2,WATCH,68,MODERATE
SNAP-00859,22,Dharmapuri,2025-01-22 15:30:45,1,1.4,WATCH,66,MODERATE
SNAP-00860,4,Salem,2024-04-20 13:49:10,25,2.4,INCREASING,82,GOOD
SNAP-00861,12,Thanjavur,2025-11-01 06:47:51,2,0.7,LOW,64,MODERATE
SNAP-00862,4,Salem,2026-03-19 06:10:55,12,2.4,INCREASING,82,GOOD
SNAP-00863,20,Viluppuram,2026-01-14 20:57:31,4,1,WATCH,65,MODERATE
SNAP-00864,24,Nilgiris,2023-09-06 16:27:46,3,1.8,WATCH,74,MODERATE
SNAP-00865,20,Viluppuram,2025-01-13 15:54:12,3,1,WATCH,65,MODERATE
SNAP-00866,32,Theni,2026-06-17 17:53:42,15,1.9,INCREASING,73,MODERATE
SNAP-00867,35,Mayiladuthurai,2026-07-10 10:25:47,25,0.6,LOW,58,LIMITED
SNAP-00868,14,Kanniyakumari,2023-09-30 00:49:02,6,1.1,WATCH,70,MODERATE
SNAP-00869,7,Erode,2024-10-21 13:39:02,10,1.2,WATCH,75,GOOD
SNAP-00870,12,Thanjavur,2025-01-08 17:43:01,13,0.7,LOW,64,MODERATE
SNAP-00871,5,Tiruchirappalli,2026-04-24 09:09:37,3,1.1,WATCH,74,GOOD
SNAP-00872,17,Chengalpattu,2023-09-23 21:07:51,5,2.1,INCREASING,78,GOOD
SNAP-00873,24,Nilgiris,2026-03-18 07:15:57,22,1.8,WATCH,74,MODERATE
SNAP-00874,30,Ramanathapuram,2023-12-24 16:43:42,22,1.5,WATCH,71,MODERATE
SNAP-00875,2,Coimbatore,2025-10-06 02:15:24,12,6,HIGH PREVENTIVE ATTENTION,88,GOOD
SNAP-00876,37,Tirupathur,2024-02-15 15:15:39,12,1.2,WATCH,67,MODERATE
SNAP-00877,28,Pudukkottai,2025-03-18 13:43:09,25,0.8,LOW,61,MODERATE
SNAP-00878,12,Thanjavur,2026-04-05 02:01:45,13,0.7,LOW,64,MODERATE
SNAP-00879,24,Nilgiris,2026-06-13 21:37:54,11,1.8,WATCH,74,MODERATE
SNAP-00880,4,Salem,2025-06-25 06:01:19,25,2.4,INCREASING,82,GOOD
SNAP-00881,12,Thanjavur,2024-04-11 05:28:30,11,0.7,LOW,64,MODERATE
SNAP-00882,4,Salem,2026-04-02 19:09:59,4,2.4,INCREASING,82,GOOD
SNAP-00883,16,Kancheepuram,2025-01-11 23:24:30,23,1,WATCH,72,GOOD
SNAP-00884,25,Karur,2026-07-31 20:58:41,7,0.7,LOW,60,MODERATE
SNAP-00885,4,Salem,2024-04-02 11:47:02,16,2.4,INCREASING,82,GOOD
SNAP-00886,36,Ranipet,2024-03-11 15:28:24,16,1.6,WATCH,72,GOOD
SNAP-00887,25,Karur,2024-09-26 02:57:30,3,0.7,LOW,60,MODERATE
SNAP-00888,33,Thiruvarur,2023-10-11 13:01:51,12,0.5,LOW,56,LIMITED
SNAP-00889,22,Dharmapuri,2024-06-22 08:44:51,5,1.4,WATCH,66,MODERATE
SNAP-00890,29,Sivaganga,2026-06-28 07:21:57,11,0.6,LOW,59,LIMITED
SNAP-00891,27,Perambalur,2026-04-29 07:45:48,8,0.4,INSUFFICIENT_DATA,44,LIMITED
SNAP-00892,20,Viluppuram,2025-09-28 23:28:18,23,1,WATCH,65,MODERATE
SNAP-00893,38,Tiruvannamalai,2024-04-15 05:42:56,4,1.1,WATCH,70,GOOD
SNAP-00894,14,Kanniyakumari,2026-08-13 00:54:48,0,1.1,WATCH,70,MODERATE
SNAP-00895,7,Erode,2024-05-03 00:03:33,23,1.2,WATCH,75,GOOD
SNAP-00896,19,Cuddalore,2023-12-23 12:22:24,11,0.8,LOW,62,MODERATE
SNAP-00897,15,Tenkasi,2024-10-17 18:04:56,12,2.3,WATCH,68,LIMITED
SNAP-00898,19,Cuddalore,2023-12-24 01:34:54,4,0.8,LOW,62,MODERATE
SNAP-00899,9,Vellore,2025-03-13 06:12:46,0,2.2,INCREASING,76,GOOD
SNAP-00900,28,Pudukkottai,2024-01-07 13:19:27,0,0.8,LOW,61,MODERATE
SNAP-00901,28,Pudukkottai,2024-01-05 21:04:22,6,0.8,LOW,61,MODERATE
SNAP-00902,2,Coimbatore,2024-04-14 11:27:47,9,6,HIGH PREVENTIVE ATTENTION,88,GOOD
SNAP-00903,37,Tirupathur,2026-05-06 21:50:26,24,1.2,WATCH,67,MODERATE
SNAP-00904,31,Virudhunagar,2026-07-29 07:54:24,3,1,WATCH,69,MODERATE
SNAP-00905,11,Dindigul,2025-05-08 04:39:24,15,0.9,WATCH,68,MODERATE
SNAP-00906,4,Salem,2025-06-27 15:28:20,17,2.4,INCREASING,82,GOOD
SNAP-00907,37,Tirupathur,2026-04-08 18:43:08,6,1.2,WATCH,67,MODERATE
SNAP-00908,14,Kanniyakumari,2024-05-29 22:20:11,0,1.1,WATCH,70,MODERATE
SNAP-00909,18,Tiruvallur,2024-12-09 12:45:35,17,2.3,INCREASING,80,GOOD
SNAP-00910,34,Nagapattinam,2026-07-06 08:45:43,16,1.2,WATCH,68,MODERATE
SNAP-00911,29,Sivaganga,2024-09-28 10:37:23,25,0.6,LOW,59,LIMITED
SNAP-00912,18,Tiruvallur,2025-03-04 20:12:51,25,2.3,INCREASING,80,GOOD
SNAP-00913,8,Tiruppur,2025-04-21 10:07:28,1,2.8,INCREASING,80,GOOD
SNAP-00914,23,Namakkal,2025-12-29 00:23:26,14,0.9,WATCH,68,MODERATE
SNAP-00915,19,Cuddalore,2024-04-13 21:36:24,1,0.8,LOW,62,MODERATE
SNAP-00916,10,Krishnagiri,2024-02-07 05:44:09,12,4.8,HIGH PREVENTIVE ATTENTION,85,GOOD
SNAP-00917,15,Tenkasi,2024-01-14 16:22:29,17,2.3,WATCH,68,LIMITED
SNAP-00918,20,Viluppuram,2025-04-04 00:41:10,2,1,WATCH,65,MODERATE
SNAP-00919,36,Ranipet,2025-11-13 19:13:32,5,1.6,WATCH,72,GOOD
SNAP-00920,18,Tiruvallur,2024-09-19 16:53:58,17,2.3,INCREASING,80,GOOD
SNAP-00921,35,Mayiladuthurai,2024-10-05 13:10:49,4,0.6,LOW,58,LIMITED
SNAP-00922,26,Ariyalur,2026-07-02 08:02:22,1,0.3,INSUFFICIENT_DATA,42,LIMITED
SNAP-00923,35,Mayiladuthurai,2024-02-17 00:14:16,15,0.6,LOW,58,LIMITED
SNAP-00924,7,Erode,2026-05-02 21:18:25,8,1.2,WATCH,75,GOOD
SNAP-00925,15,Tenkasi,2024-08-07 08:50:23,21,2.3,WATCH,68,LIMITED
SNAP-00926,1,Chennai,2026-07-29 23:00:25,24,3.5,HIGH PREVENTIVE ATTENTION,84,GOOD
SNAP-00927,12,Thanjavur,2025-09-29 15:41:29,19,0.7,LOW,64,MODERATE
SNAP-00928,38,Tiruvannamalai,2025-12-26 22:06:45,25,1.1,WATCH,70,GOOD
SNAP-00929,7,Erode,2024-01-24 17:26:47,24,1.2,WATCH,75,GOOD
SNAP-00930,6,Tirunelveli,2026-01-03 02:55:49,1,1,WATCH,72,MODERATE
SNAP-00931,19,Cuddalore,2026-05-27 20:55:48,5,0.8,LOW,62,MODERATE
SNAP-00932,11,Dindigul,2025-12-29 12:51:27,18,0.9,WATCH,68,MODERATE
SNAP-00933,20,Viluppuram,2026-02-20 01:54:50,7,1,WATCH,65,MODERATE
SNAP-00934,3,Madurai,2024-01-09 18:09:31,4,2.1,INCREASING,78,GOOD
SNAP-00935,3,Madurai,2024-04-30 15:16:02,3,2.1,INCREASING,78,GOOD
SNAP-00936,12,Thanjavur,2025-01-28 03:03:21,18,0.7,LOW,64,MODERATE
SNAP-00937,16,Kancheepuram,2024-08-14 16:09:58,22,1,WATCH,72,GOOD
SNAP-00938,20,Viluppuram,2024-02-27 14:51:17,6,1,WATCH,65,MODERATE
SNAP-00939,33,Thiruvarur,2025-05-04 02:12:26,16,0.5,LOW,56,LIMITED
SNAP-00940,37,Tirupathur,2025-10-25 01:08:11,19,1.2,WATCH,67,MODERATE
SNAP-00941,1,Chennai,2024-08-30 19:16:36,13,3.5,HIGH PREVENTIVE ATTENTION,84,GOOD
SNAP-00942,18,Tiruvallur,2024-02-01 10:03:05,9,2.3,INCREASING,80,GOOD
SNAP-00943,3,Madurai,2024-04-06 01:56:38,3,2.1,INCREASING,78,GOOD
SNAP-00944,9,Vellore,2026-07-04 01:56:42,16,2.2,INCREASING,76,GOOD
SNAP-00945,33,Thiruvarur,2025-01-06 00:08:30,20,0.5,LOW,56,LIMITED
SNAP-00946,35,Mayiladuthurai,2025-03-29 11:05:11,10,0.6,LOW,58,LIMITED
SNAP-00947,14,Kanniyakumari,2024-04-30 13:18:09,7,1.1,WATCH,70,MODERATE
SNAP-00948,24,Nilgiris,2024-07-29 08:33:40,20,1.8,WATCH,74,MODERATE
SNAP-00949,36,Ranipet,2025-03-18 00:41:41,25,1.6,WATCH,72,GOOD
SNAP-00950,38,Tiruvannamalai,2025-01-31 20:21:43,16,1.1,WATCH,70,GOOD
SNAP-00951,32,Theni,2024-08-20 20:30:29,14,1.9,INCREASING,73,MODERATE
SNAP-00952,23,Namakkal,2024-09-01 22:11:09,14,0.9,WATCH,68,MODERATE
SNAP-00953,13,Thoothukudi,2023-11-06 19:29:32,4,2.5,INCREASING,86,GOOD
SNAP-00954,11,Dindigul,2025-08-10 23:13:02,10,0.9,WATCH,68,MODERATE
SNAP-00955,34,Nagapattinam,2024-06-13 07:36:28,3,1.2,WATCH,68,MODERATE
SNAP-00956,9,Vellore,2024-04-02 05:05:19,10,2.2,INCREASING,76,GOOD
SNAP-00957,29,Sivaganga,2026-01-11 04:47:35,3,0.6,LOW,59,LIMITED
SNAP-00958,19,Cuddalore,2025-04-07 00:29:36,14,0.8,LOW,62,MODERATE
SNAP-00959,23,Namakkal,2026-08-10 10:37:58,20,0.9,WATCH,68,MODERATE
SNAP-00960,23,Namakkal,2025-10-12 12:09:19,22,0.9,WATCH,68,MODERATE
SNAP-00961,11,Dindigul,2025-03-23 18:28:12,3,0.9,WATCH,68,MODERATE
SNAP-00962,32,Theni,2023-08-31 16:34:49,7,1.9,INCREASING,73,MODERATE
SNAP-00963,35,Mayiladuthurai,2025-11-12 18:07:38,3,0.6,LOW,58,LIMITED
SNAP-00964,1,Chennai,2025-10-11 14:16:20,19,3.5,HIGH PREVENTIVE ATTENTION,84,GOOD
SNAP-00965,38,Tiruvannamalai,2024-02-03 23:56:31,12,1.1,WATCH,70,GOOD
SNAP-00966,18,Tiruvallur,2025-10-23 08:34:33,18,2.3,INCREASING,80,GOOD
SNAP-00967,6,Tirunelveli,2024-11-16 08:13:41,3,1,WATCH,72,MODERATE
SNAP-00968,25,Karur,2023-08-29 17:28:39,5,0.7,LOW,60,MODERATE
SNAP-00969,28,Pudukkottai,2024-10-14 00:27:05,14,0.8,LOW,61,MODERATE
SNAP-00970,14,Kanniyakumari,2024-11-20 11:19:46,20,1.1,WATCH,70,MODERATE
SNAP-00971,22,Dharmapuri,2025-10-03 09:59:29,22,1.4,WATCH,66,MODERATE
SNAP-00972,27,Perambalur,2025-09-29 08:37:57,2,0.4,INSUFFICIENT_DATA,44,LIMITED
SNAP-00973,37,Tirupathur,2026-01-08 18:16:40,25,1.2,WATCH,67,MODERATE
SNAP-00974,38,Tiruvannamalai,2025-01-31 18:33:55,6,1.1,WATCH,70,GOOD
SNAP-00975,19,Cuddalore,2023-12-16 08:58:15,1,0.8,LOW,62,MODERATE
SNAP-00976,8,Tiruppur,2025-10-08 23:43:16,9,2.8,INCREASING,80,GOOD
SNAP-00977,38,Tiruvannamalai,2024-06-10 09:08:44,12,1.1,WATCH,70,GOOD
SNAP-00978,21,Kallakurichi,2024-01-15 20:42:41,25,0.6,LOW,58,LIMITED
SNAP-00979,26,Ariyalur,2024-02-02 23:23:48,15,0.3,INSUFFICIENT_DATA,42,LIMITED
SNAP-00980,38,Tiruvannamalai,2025-10-17 04:10:42,8,1.1,WATCH,70,GOOD
SNAP-00981,33,Thiruvarur,2025-07-31 01:39:19,23,0.5,LOW,56,LIMITED
SNAP-00982,36,Ranipet,2025-01-05 21:05:41,24,1.6,WATCH,72,GOOD
SNAP-00983,9,Vellore,2023-08-21 01:11:11,15,2.2,INCREASING,76,GOOD
SNAP-00984,9,Vellore,2025-11-07 22:04:12,14,2.2,INCREASING,76,GOOD
SNAP-00985,34,Nagapattinam,2025-03-02 16:24:32,21,1.2,WATCH,68,MODERATE
SNAP-00986,27,Perambalur,2024-06-16 19:30:30,5,0.4,INSUFFICIENT_DATA,44,LIMITED
SNAP-00987,36,Ranipet,2024-09-13 18:20:11,25,1.6,WATCH,72,GOOD
SNAP-00988,17,Chengalpattu,2026-03-06 04:39:44,8,2.1,INCREASING,78,GOOD
SNAP-00989,16,Kancheepuram,2024-11-19 17:12:31,0,1,WATCH,72,GOOD
SNAP-00990,33,Thiruvarur,2024-04-15 22:04:25,6,0.5,LOW,56,LIMITED
SNAP-00991,12,Thanjavur,2025-03-09 06:07:32,23,0.7,LOW,64,MODERATE
SNAP-00992,3,Madurai,2025-11-05 22:12:38,2,2.1,INCREASING,78,GOOD
SNAP-00993,26,Ariyalur,2026-06-10 18:49:04,0,0.3,INSUFFICIENT_DATA,42,LIMITED
SNAP-00994,31,Virudhunagar,2024-11-17 04:44:20,17,1,WATCH,69,MODERATE
SNAP-00995,24,Nilgiris,2026-04-14 15:36:12,2,1.8,WATCH,74,MODERATE
SNAP-00996,25,Karur,2025-12-13 10:27:27,21,0.7,LOW,60,MODERATE
SNAP-00997,22,Dharmapuri,2024-05-12 14:55:36,6,1.4,WATCH,66,MODERATE
SNAP-00998,11,Dindigul,2023-12-13 03:35:16,8,0.9,WATCH,68,MODERATE
SNAP-00999,34,Nagapattinam,2024-11-13 05:57:10,7,1.2,WATCH,68,MODERATE
SNAP-01000,25,Karur,2024-07-24 07:30:41,7,0.7,LOW,60,MODERATE
SNAP-01001,10,Krishnagiri,2024-03-25 14:23:17,2,4.8,HIGH PREVENTIVE ATTENTION,85,GOOD
SNAP-01002,25,Karur,2025-11-09 04:28:35,7,0.7,LOW,60,MODERATE
SNAP-01003,36,Ranipet,2025-11-09 18:44:14,10,1.6,WATCH,72,GOOD
SNAP-01004,35,Mayiladuthurai,2023-12-05 19:17:23,1,0.6,LOW,58,LIMITED
SNAP-01005,15,Tenkasi,2026-06-16 02:12:21,9,2.3,WATCH,68,LIMITED
SNAP-01006,6,Tirunelveli,2024-06-17 01:19:45,13,1,WATCH,72,MODERATE
SNAP-01007,12,Thanjavur,2024-04-10 05:50:36,6,0.7,LOW,64,MODERATE
SNAP-01008,2,Coimbatore,2023-09-29 13:10:59,5,6,HIGH PREVENTIVE ATTENTION,88,GOOD
SNAP-01009,8,Tiruppur,2026-07-28 23:07:14,7,2.8,INCREASING,80,GOOD
SNAP-01010,12,Thanjavur,2026-05-07 15:45:21,9,0.7,LOW,64,MODERATE
SNAP-01011,9,Vellore,2026-03-14 12:08:17,21,2.2,INCREASING,76,GOOD
SNAP-01012,34,Nagapattinam,2023-11-19 02:39:27,2,1.2,WATCH,68,MODERATE
SNAP-01013,38,Tiruvannamalai,2024-09-14 01:25:52,12,1.1,WATCH,70,GOOD
SNAP-01014,19,Cuddalore,2025-10-12 09:39:44,22,0.8,LOW,62,MODERATE
SNAP-01015,26,Ariyalur,2026-05-09 09:43:40,25,0.3,INSUFFICIENT_DATA,42,LIMITED
SNAP-01016,36,Ranipet,2025-05-06 22:52:04,19,1.6,WATCH,72,GOOD
SNAP-01017,30,Ramanathapuram,2026-07-06 20:07:40,22,1.5,WATCH,71,MODERATE
SNAP-01018,35,Mayiladuthurai,2025-12-22 14:28:33,1,0.6,LOW,58,LIMITED
SNAP-01019,4,Salem,2025-09-01 08:56:54,5,2.4,INCREASING,82,GOOD
SNAP-01020,30,Ramanathapuram,2023-08-27 00:14:42,23,1.5,WATCH,71,MODERATE
SNAP-01021,27,Perambalur,2024-06-19 05:09:29,14,0.4,INSUFFICIENT_DATA,44,LIMITED
SNAP-01022,5,Tiruchirappalli,2023-12-14 13:56:36,17,1.1,WATCH,74,GOOD
SNAP-01023,33,Thiruvarur,2026-03-22 14:42:49,5,0.5,LOW,56,LIMITED
SNAP-01024,12,Thanjavur,2024-08-12 03:29:58,14,0.7,LOW,64,MODERATE
SNAP-01025,25,Karur,2025-10-11 13:38:21,11,0.7,LOW,60,MODERATE
SNAP-01026,2,Coimbatore,2024-08-12 20:44:31,20,6,HIGH PREVENTIVE ATTENTION,88,GOOD
SNAP-01027,16,Kancheepuram,2024-07-12 22:25:32,22,1,WATCH,72,GOOD
SNAP-01028,22,Dharmapuri,2026-08-02 06:55:28,2,1.4,WATCH,66,MODERATE
SNAP-01029,19,Cuddalore,2024-11-25 07:28:49,4,0.8,LOW,62,MODERATE
SNAP-01030,25,Karur,2024-03-17 21:24:47,6,0.7,LOW,60,MODERATE
SNAP-01031,38,Tiruvannamalai,2024-03-30 01:45:03,3,1.1,WATCH,70,GOOD
SNAP-01032,5,Tiruchirappalli,2025-01-19 10:02:01,21,1.1,WATCH,74,GOOD
SNAP-01033,9,Vellore,2023-12-14 05:44:07,23,2.2,INCREASING,76,GOOD
SNAP-01034,8,Tiruppur,2025-03-24 07:57:56,9,2.8,INCREASING,80,GOOD
SNAP-01035,24,Nilgiris,2025-06-23 21:48:05,13,1.8,WATCH,74,MODERATE
SNAP-01036,16,Kancheepuram,2026-01-07 01:05:33,6,1,WATCH,72,GOOD
SNAP-01037,1,Chennai,2024-08-09 06:38:04,9,3.5,HIGH PREVENTIVE ATTENTION,84,GOOD
SNAP-01038,29,Sivaganga,2023-12-23 03:04:00,20,0.6,LOW,59,LIMITED
SNAP-01039,19,Cuddalore,2024-10-27 06:18:24,5,0.8,LOW,62,MODERATE
SNAP-01040,4,Salem,2023-11-20 11:38:07,16,2.4,INCREASING,82,GOOD
SNAP-01041,25,Karur,2025-06-05 22:05:59,9,0.7,LOW,60,MODERATE
SNAP-01042,36,Ranipet,2025-06-06 21:42:54,23,1.6,WATCH,72,GOOD
SNAP-01043,22,Dharmapuri,2024-12-14 11:28:54,4,1.4,WATCH,66,MODERATE
SNAP-01044,21,Kallakurichi,2026-05-01 13:53:25,13,0.6,LOW,58,LIMITED
SNAP-01045,36,Ranipet,2023-11-18 13:27:49,13,1.6,WATCH,72,GOOD
SNAP-01046,33,Thiruvarur,2024-03-08 00:22:08,10,0.5,LOW,56,LIMITED
SNAP-01047,28,Pudukkottai,2023-09-02 13:45:34,6,0.8,LOW,61,MODERATE
SNAP-01048,27,Perambalur,2026-03-21 13:41:26,18,0.4,INSUFFICIENT_DATA,44,LIMITED
SNAP-01049,36,Ranipet,2023-08-27 13:32:26,12,1.6,WATCH,72,GOOD
SNAP-01050,21,Kallakurichi,2024-05-13 04:07:59,4,0.6,LOW,58,LIMITED
SNAP-01051,30,Ramanathapuram,2025-10-09 13:48:37,8,1.5,WATCH,71,MODERATE
SNAP-01052,2,Coimbatore,2026-05-22 06:41:12,17,6,HIGH PREVENTIVE ATTENTION,88,GOOD
SNAP-01053,22,Dharmapuri,2024-04-14 05:17:44,5,1.4,WATCH,66,MODERATE
SNAP-01054,2,Coimbatore,2024-01-03 08:16:10,15,6,HIGH PREVENTIVE ATTENTION,88,GOOD
SNAP-01055,1,Chennai,2025-03-28 01:58:41,15,3.5,HIGH PREVENTIVE ATTENTION,84,GOOD
SNAP-01056,6,Tirunelveli,2025-03-02 15:56:42,16,1,WATCH,72,MODERATE
SNAP-01057,3,Madurai,2026-08-12 08:27:34,4,2.1,INCREASING,78,GOOD
SNAP-01058,22,Dharmapuri,2024-11-22 20:14:03,12,1.4,WATCH,66,MODERATE
SNAP-01059,5,Tiruchirappalli,2026-05-10 12:27:59,18,1.1,WATCH,74,GOOD
SNAP-01060,35,Mayiladuthurai,2026-07-13 05:14:30,1,0.6,LOW,58,LIMITED
SNAP-01061,28,Pudukkottai,2025-05-09 23:08:19,1,0.8,LOW,61,MODERATE
SNAP-01062,22,Dharmapuri,2024-05-29 09:23:42,5,1.4,WATCH,66,MODERATE
SNAP-01063,30,Ramanathapuram,2024-02-25 18:49:58,5,1.5,WATCH,71,MODERATE
SNAP-01064,37,Tirupathur,2023-11-20 16:31:46,25,1.2,WATCH,67,MODERATE
SNAP-01065,23,Namakkal,2025-01-16 17:16:38,2,0.9,WATCH,68,MODERATE
SNAP-01066,22,Dharmapuri,2023-10-18 14:23:22,4,1.4,WATCH,66,MODERATE
SNAP-01067,34,Nagapattinam,2026-01-27 01:52:37,15,1.2,WATCH,68,MODERATE
SNAP-01068,8,Tiruppur,2023-08-28 00:52:17,23,2.8,INCREASING,80,GOOD
SNAP-01069,35,Mayiladuthurai,2023-11-11 11:30:36,25,0.6,LOW,58,LIMITED
SNAP-01070,14,Kanniyakumari,2024-11-30 18:04:07,9,1.1,WATCH,70,MODERATE
SNAP-01071,26,Ariyalur,2026-07-29 00:17:52,13,0.3,INSUFFICIENT_DATA,42,LIMITED
SNAP-01072,2,Coimbatore,2024-12-10 02:32:10,20,6,HIGH PREVENTIVE ATTENTION,88,GOOD
SNAP-01073,19,Cuddalore,2025-08-21 02:43:58,8,0.8,LOW,62,MODERATE
SNAP-01074,31,Virudhunagar,2024-10-09 06:01:01,0,1,WATCH,69,MODERATE
SNAP-01075,6,Tirunelveli,2024-04-24 22:06:43,5,1,WATCH,72,MODERATE
SNAP-01076,10,Krishnagiri,2024-11-28 01:56:36,16,4.8,HIGH PREVENTIVE ATTENTION,85,GOOD
SNAP-01077,6,Tirunelveli,2025-02-20 07:58:11,8,1,WATCH,72,MODERATE
SNAP-01078,7,Erode,2026-08-03 07:29:37,11,1.2,WATCH,75,GOOD
SNAP-01079,11,Dindigul,2024-03-07 10:16:03,15,0.9,WATCH,68,MODERATE
SNAP-01080,27,Perambalur,2023-09-27 00:31:30,20,0.4,INSUFFICIENT_DATA,44,LIMITED
SNAP-01081,17,Chengalpattu,2024-10-19 18:25:43,15,2.1,INCREASING,78,GOOD
SNAP-01082,6,Tirunelveli,2023-09-29 19:40:14,25,1,WATCH,72,MODERATE
SNAP-01083,18,Tiruvallur,2026-04-10 13:36:58,10,2.3,INCREASING,80,GOOD
SNAP-01084,25,Karur,2026-04-20 07:32:44,14,0.7,LOW,60,MODERATE
SNAP-01085,3,Madurai,2025-04-22 11:22:44,3,2.1,INCREASING,78,GOOD
SNAP-01086,5,Tiruchirappalli,2025-08-26 11:10:35,23,1.1,WATCH,74,GOOD
SNAP-01087,38,Tiruvannamalai,2026-06-08 16:42:45,5,1.1,WATCH,70,GOOD
SNAP-01088,27,Perambalur,2026-05-26 19:39:14,2,0.4,INSUFFICIENT_DATA,44,LIMITED
SNAP-01089,3,Madurai,2023-09-15 22:49:09,1,2.1,INCREASING,78,GOOD
SNAP-01090,10,Krishnagiri,2025-01-28 03:30:06,6,4.8,HIGH PREVENTIVE ATTENTION,85,GOOD
SNAP-01091,36,Ranipet,2024-09-05 21:42:19,23,1.6,WATCH,72,GOOD
SNAP-01092,17,Chengalpattu,2025-11-29 22:34:03,9,2.1,INCREASING,78,GOOD
SNAP-01093,12,Thanjavur,2023-12-31 11:15:42,10,0.7,LOW,64,MODERATE
SNAP-01094,38,Tiruvannamalai,2026-07-01 19:20:20,22,1.1,WATCH,70,GOOD
SNAP-01095,1,Chennai,2026-04-01 23:21:38,23,3.5,HIGH PREVENTIVE ATTENTION,84,GOOD
