report_id,anonymous_token,received_at,district_id,district_name,taluk_id,taluk_name,locality_id,locality_name,signal_type,drug_category,description,source_channel,verification_status,processing_status,duplicate_group_id,risk_relevance,confidence_score,is_first_time_signal
CR-2026-01096,ANON-TN-14120975A4,2026-07-03 00:20:49,37,Tirupathur,149,Tirupathur East,359,Tirupathur North Sector A,SUSPECTED_DISTRIBUTION,UNKNOWN_CONTRABAND,Anonymous observation reported near Tirupathur North Sector A locality in Tirupathur.,WEB_PORTAL,NEEDS_VERIFICATION,PROCESSED,DUP-GRP-252,LOW,65,0
CR-2026-01097,ANON-TN-61CCE7D592,2025-11-02 03:36:30,5,Tiruchirappalli,20,Tiruchirappalli East,50,Tiruchirappalli East Bypass Hub,HEALTH_EMERGENCY,PRESCRIPTION_NARCOTICS,Anonymous observation reported near Tiruchirappalli East Bypass Hub locality in Tiruchirappalli.,MOBILE_APP,NEEDS_VERIFICATION,PROCESSED,DUP-GRP-103,LOW,64,0
CR-2026-01098,ANON-TN-E7B3C8DCC5,2026-01-25 05:45:41,24,Nilgiris,96,Nilgiris North,236,Nilgiris North Sector A,HEALTH_EMERGENCY,SYNTHETIC_MDMA,Anonymous observation reported near Nilgiris North Sector A locality in Nilgiris.,TOLL_FREE_IVR,DISMISSED,PROCESSED,DUP-GRP-252,MEDIUM,67,0
CR-2026-01099,ANON-TN-3ECCE3BCAD,2025-01-08 14:20:18,18,Tiruvallur,74,Tiruvallur East,182,Tiruvallur East Sector A,HEALTH_EMERGENCY,UNKNOWN_CONTRABAND,Anonymous observation reported near Tiruvallur East Sector A locality in Tiruvallur.,MOBILE_APP,NEEDS_VERIFICATION,PROCESSED,DUP-GRP-3,HIGH,62,0
CR-2026-01100,ANON-TN-0BB734F9FA,2025-10-20 02:08:32,27,Perambalur,108,Perambalur North,269,Perambalur South Bypass Hub,SUSPECTED_DISTRIBUTION,COMMERCIAL_GANJA,Anonymous observation reported near Perambalur South Bypass Hub locality in Perambalur.,WEB_PORTAL,DISMISSED,PROCESSED,DUP-GRP-116,LOW,64,1
CR-2026-01101,ANON-TN-F99FFBC738,2025-03-08 06:18:27,19,Cuddalore,78,Cuddalore West,194,Cuddalore West Sector A,HEALTH_EMERGENCY,OPIOID_ANALOGUES,Anonymous observation reported near Cuddalore West Sector A locality in Cuddalore.,TOLL_FREE_IVR,DISMISSED,PROCESSED,DUP-GRP-83,LOW,72,0
CR-2026-01102,ANON-TN-34081F1F82,2025-08-22 10:25:49,6,Tirunelveli,23,Tirunelveli North,57,Tirunelveli South Sector A,SUSPECTED_DISTRIBUTION,PRESCRIPTION_NARCOTICS,Anonymous observation reported near Tirunelveli South Sector A locality in Tirunelveli.,TOLL_FREE_IVR,DISMISSED,PROCESSED,DUP-GRP-384,LOW,56,0
CR-2026-01103,ANON-TN-BFA3FFF386,2026-04-10 06:51:34,11,Dindigul,45,Dindigul East,110,Dindigul South Sector A,SUSPECTED_DISTRIBUTION,UNKNOWN_CONTRABAND,Anonymous observation reported near Dindigul South Sector A locality in Dindigul.,TOLL_FREE_IVR,NEEDS_VERIFICATION,PROCESSED,DUP-GRP-235,HIGH,64,0
CR-2026-01104,ANON-TN-B5543BE9CF,2025-05-11 01:17:07,1,Chennai,3,Chennai East,9,Chennai West Sector A,REHAB_NEED,OPIOID_ANALOGUES,Anonymous observation reported near Chennai West Sector A locality in Chennai.,TOLL_FREE_IVR,NEEDS_VERIFICATION,PROCESSED,DUP-GRP-381,HIGH,91,1
CR-2026-01105,ANON-TN-6348892E4B,2024-11-30 22:09:43,4,Salem,14,Salem South,42,Salem Rural Market,COMMUNITY_CONCERN,CHEMICAL_PRECURSORS,Anonymous observation reported near Salem Rural Market locality in Salem.,TELEGRAM_BOT,DISMISSED,PROCESSED,DUP-GRP-81,HIGH,92,0
CR-2026-01106,ANON-TN-233638D9A9,2025-05-20 13:21:51,24,Nilgiris,99,Nilgiris West,242,Nilgiris East Bypass Hub,SUSPECTED_DISTRIBUTION,COMMERCIAL_GANJA,Anonymous observation reported near Nilgiris East Bypass Hub locality in Nilgiris.,MOBILE_APP,DISMISSED,PROCESSED,DUP-GRP-239,HIGH,59,0
CR-2026-01107,ANON-TN-B054DF7BDC,2024-10-09 00:40:51,2,Coimbatore,7,Coimbatore South,17,Coimbatore North Bypass Hub,HEALTH_EMERGENCY,SYNTHETIC_MDMA,Anonymous observation reported near Coimbatore North Bypass Hub locality in Coimbatore.,TOLL_FREE_IVR,DISMISSED,PROCESSED,DUP-GRP-226,LOW,88,0
CR-2026-01108,ANON-TN-CDA801B85C,2024-10-16 23:58:44,15,Tenkasi,59,Tenkasi North,152,Tenkasi East Market,COMMUNITY_CONCERN,SYNTHETIC_MDMA,Anonymous observation reported near Tenkasi East Market locality in Tenkasi.,MOBILE_APP,DISMISSED,PROCESSED,DUP-GRP-20,HIGH,63,0
CR-2026-01109,ANON-TN-C4CDE97B72,2026-05-07 19:50:06,23,Namakkal,92,Namakkal North,231,Namakkal South Bypass Hub,SUSPECTED_DISTRIBUTION,UNKNOWN_CONTRABAND,Anonymous observation reported near Namakkal South Bypass Hub locality in Namakkal.,TELEGRAM_BOT,UNVERIFIED,PROCESSED,DUP-GRP-252,MEDIUM,59,0
CR-2026-01110,ANON-TN-68DE5D9749,2025-01-04 15:25:29,33,Thiruvarur,133,Thiruvarur South,326,Thiruvarur South Market,REHAB_NEED,COMMERCIAL_GANJA,Anonymous observation reported near Thiruvarur South Market locality in Thiruvarur.,WEB_PORTAL,UNVERIFIED,PROCESSED,DUP-GRP-170,LOW,74,0
CR-2026-01111,ANON-TN-53D57E260A,2026-04-10 03:10:49,25,Karur,103,Karur West,245,Karur North Sector A,HEALTH_EMERGENCY,PRESCRIPTION_NARCOTICS,Anonymous observation reported near Karur North Sector A locality in Karur.,TOLL_FREE_IVR,DISMISSED,PROCESSED,DUP-GRP-31,LOW,59,0
CR-2026-01112,ANON-TN-5860A8DC0F,2025-05-27 13:42:11,29,Sivaganga,116,Sivaganga East,286,Sivaganga East Market,SUSPECTED_DISTRIBUTION,UNKNOWN_CONTRABAND,Anonymous observation reported near Sivaganga East Market locality in Sivaganga.,TOLL_FREE_IVR,UNVERIFIED,PROCESSED,DUP-GRP-304,MEDIUM,92,0
CR-2026-01113,ANON-TN-1F82DC171E,2025-01-25 20:08:02,9,Vellore,37,Vellore Rural,82,Vellore North Bypass Hub,HEALTH_EMERGENCY,CHEMICAL_PRECURSORS,Anonymous observation reported near Vellore North Bypass Hub locality in Vellore.,MOBILE_APP,NEEDS_VERIFICATION,PROCESSED,DUP-GRP-233,MEDIUM,70,0
CR-2026-01114,ANON-TN-701C4CE537,2026-05-29 09:11:15,2,Coimbatore,8,Coimbatore East,15,Coimbatore North Sector A,COMMUNITY_CONCERN,SYNTHETIC_MDMA,Anonymous observation reported near Coimbatore North Sector A locality in Coimbatore.,WEB_PORTAL,NEEDS_VERIFICATION,PROCESSED,DUP-GRP-277,MEDIUM,56,1
CR-2026-01115,ANON-TN-8D7B9B0139,2024-10-16 22:20:20,8,Erode,31,Erode East,78,Erode West Market,HEALTH_EMERGENCY,OPIOID_ANALOGUES,Anonymous observation reported near Erode West Market locality in Erode.,MOBILE_APP,NEEDS_VERIFICATION,PROCESSED,DUP-GRP-106,MEDIUM,74,0
CR-2026-01116,ANON-TN-B453A187C7,2026-06-08 05:10:21,31,Virudhunagar,123,Virudhunagar South,307,Virudhunagar West Market,HEALTH_EMERGENCY,SYNTHETIC_MDMA,Anonymous observation reported near Virudhunagar West Market locality in Virudhunagar.,WEB_PORTAL,UNVERIFIED,PROCESSED,DUP-GRP-255,HIGH,90,0
CR-2026-01117,ANON-TN-3C9AD4EF14,2026-07-06 00:09:14,21,Kallakurichi,85,Kallakurichi East,209,Kallakurichi South Sector A,HEALTH_EMERGENCY,UNKNOWN_CONTRABAND,Anonymous observation reported near Kallakurichi South Sector A locality in Kallakurichi.,MOBILE_APP,CORROBORATED,PROCESSED,DUP-GRP-214,HIGH,80,0
CR-2026-01118,ANON-TN-897EDC0A48,2026-05-30 07:26:21,15,Tenkasi,59,Tenkasi North,149,Tenkasi South Sector A,REHAB_NEED,PRESCRIPTION_NARCOTICS,Anonymous observation reported near Tenkasi South Sector A locality in Tenkasi.,TELEGRAM_BOT,DISMISSED,PROCESSED,DUP-GRP-222,LOW,75,0
CR-2026-01119,ANON-TN-56E8F40CC6,2025-04-16 23:09:44,22,Dharmapuri,91,Dharmapuri West,224,Dharmapuri East Market,REHAB_NEED,CHEMICAL_PRECURSORS,Anonymous observation reported near Dharmapuri East Market locality in Dharmapuri.,TELEGRAM_BOT,UNVERIFIED,PROCESSED,DUP-GRP-369,LOW,92,0
CR-2026-01120,ANON-TN-E072321EA0,2025-04-09 05:55:20,24,Nilgiris,98,Nilgiris East,237,Nilgiris North Market,SUSPECTED_DISTRIBUTION,CHEMICAL_PRECURSORS,Anonymous observation reported near Nilgiris North Market locality in Nilgiris.,TELEGRAM_BOT,UNVERIFIED,PROCESSED,DUP-GRP-283,MEDIUM,85,0
CR-2026-01121,ANON-TN-98EE8C09D0,2026-06-09 18:28:03,19,Cuddalore,77,Cuddalore East,185,Cuddalore North Sector A,REHAB_NEED,PRESCRIPTION_NARCOTICS,Anonymous observation reported near Cuddalore North Sector A locality in Cuddalore.,TELEGRAM_BOT,CORROBORATED,PROCESSED,DUP-GRP-6,LOW,65,1
CR-2026-01122,ANON-TN-CE7D9201D5,2024-11-22 09:12:59,20,Viluppuram,80,Viluppuram North,205,Viluppuram East Market,HEALTH_EMERGENCY,PRESCRIPTION_NARCOTICS,Anonymous observation reported near Viluppuram East Market locality in Viluppuram.,TELEGRAM_BOT,NEEDS_VERIFICATION,PROCESSED,DUP-GRP-328,MEDIUM,80,1
CR-2026-01123,ANON-TN-68A8A81CAD,2025-03-31 03:51:59,8,Erode,31,Erode East,79,Erode West Bypass Hub,REHAB_NEED,PRESCRIPTION_NARCOTICS,Anonymous observation reported near Erode West Bypass Hub locality in Erode.,TELEGRAM_BOT,NEEDS_VERIFICATION,PROCESSED,DUP-GRP-247,HIGH,57,0
CR-2026-01124,ANON-TN-DDB711A8C1,2025-03-22 12:46:02,4,Salem,15,Salem East,40,Salem West Market,SUSPECTED_DISTRIBUTION,PRESCRIPTION_NARCOTICS,Anonymous observation reported near Salem West Market locality in Salem.,WEB_PORTAL,DISMISSED,PROCESSED,DUP-GRP-109,HIGH,86,0
CR-2026-01125,ANON-TN-2AFBDA09A5,2025-04-03 17:55:43,38,Tiruvannamalai,150,Tiruvannamalai North,373,Tiruvannamalai West Sector A,HEALTH_EMERGENCY,COMMERCIAL_GANJA,Anonymous observation reported near Tiruvannamalai West Sector A locality in Tiruvannamalai.,TELEGRAM_BOT,UNVERIFIED,PROCESSED,DUP-GRP-41,LOW,61,0
CR-2026-01126,ANON-TN-AC4F74B568,2026-01-01 09:31:04,26,Ariyalur,107,Ariyalur West,262,Ariyalur East Market,SUSPECTED_DISTRIBUTION,CHEMICAL_PRECURSORS,Anonymous observation reported near Ariyalur East Market locality in Ariyalur.,TOLL_FREE_IVR,NEEDS_VERIFICATION,PROCESSED,DUP-GRP-187,MEDIUM,80,0
CR-2026-01127,ANON-TN-A05CFABB76,2026-08-08 08:49:00,13,Thoothukudi,50,Thoothukudi South,126,Thoothukudi South Market,HEALTH_EMERGENCY,OPIOID_ANALOGUES,Anonymous observation reported near Thoothukudi South Market locality in Thoothukudi.,WEB_PORTAL,NEEDS_VERIFICATION,PROCESSED,DUP-GRP-335,MEDIUM,77,0
CR-2026-01128,ANON-TN-CF676F1788,2025-08-18 02:32:39,22,Dharmapuri,90,Dharmapuri East,219,Dharmapuri North Sector A,HEALTH_EMERGENCY,UNKNOWN_CONTRABAND,Anonymous observation reported near Dharmapuri North Sector A locality in Dharmapuri.,MOBILE_APP,DISMISSED,PROCESSED,DUP-GRP-26,MEDIUM,58,1
CR-2026-01129,ANON-TN-86C6E06804,2026-07-02 03:02:05,23,Namakkal,92,Namakkal North,231,Namakkal South Bypass Hub,SUSPECTED_DISTRIBUTION,COMMERCIAL_GANJA,Anonymous observation reported near Namakkal South Bypass Hub locality in Namakkal.,MOBILE_APP,CORROBORATED,PROCESSED,DUP-GRP-39,LOW,77,0
CR-2026-01130,ANON-TN-86FE5FF6E7,2025-09-04 00:23:25,7,Tiruppur,26,Tiruppur North,67,Tiruppur East Sector A,COMMUNITY_CONCERN,COMMERCIAL_GANJA,Anonymous observation reported near Tiruppur East Sector A locality in Tiruppur.,TOLL_FREE_IVR,UNVERIFIED,PROCESSED,DUP-GRP-54,LOW,83,0
CR-2026-01131,ANON-TN-2D2AC93538,2025-09-03 21:46:51,21,Kallakurichi,85,Kallakurichi East,213,Kallakurichi East Bypass Hub,SUSPECTED_DISTRIBUTION,OPIOID_ANALOGUES,Anonymous observation reported near Kallakurichi East Bypass Hub locality in Kallakurichi.,WEB_PORTAL,UNVERIFIED,PROCESSED,DUP-GRP-196,MEDIUM,67,1
CR-2026-01132,ANON-TN-35D592C276,2026-03-03 20:22:39,35,Mayiladuthurai,143,Mayiladuthurai West,347,Mayiladuthurai East Sector A,REHAB_NEED,UNKNOWN_CONTRABAND,Anonymous observation reported near Mayiladuthurai East Sector A locality in Mayiladuthurai.,TELEGRAM_BOT,NEEDS_VERIFICATION,PROCESSED,DUP-GRP-228,LOW,89,1
CR-2026-01133,ANON-TN-F07EA75C84,2025-02-26 16:03:04,28,Pudukkottai,112,Pudukkottai South,277,Pudukkottai East Sector A,HEALTH_EMERGENCY,CHEMICAL_PRECURSORS,Anonymous observation reported near Pudukkottai East Sector A locality in Pudukkottai.,WEB_PORTAL,DISMISSED,PROCESSED,DUP-GRP-219,LOW,69,0
CR-2026-01134,ANON-TN-09484AA86E,2024-10-02 23:40:14,37,Tirupathur,147,Tirupathur North,364,Tirupathur East Sector A,HEALTH_EMERGENCY,OPIOID_ANALOGUES,Anonymous observation reported near Tirupathur East Sector A locality in Tirupathur.,TELEGRAM_BOT,DISMISSED,PROCESSED,DUP-GRP-143,HIGH,80,0
CR-2026-01135,ANON-TN-CC2C68744E,2026-07-06 14:42:35,9,Vellore,34,Vellore South,85,Vellore South Bypass Hub,HEALTH_EMERGENCY,OPIOID_ANALOGUES,Anonymous observation reported near Vellore South Bypass Hub locality in Vellore.,WEB_PORTAL,UNVERIFIED,PROCESSED,DUP-GRP-232,LOW,77,0
CR-2026-01136,ANON-TN-FBAD02943A,2025-12-27 00:59:09,21,Kallakurichi,86,Kallakurichi West,215,Kallakurichi West Market,REHAB_NEED,CHEMICAL_PRECURSORS,Anonymous observation reported near Kallakurichi West Market locality in Kallakurichi.,TOLL_FREE_IVR,CORROBORATED,PROCESSED,DUP-GRP-322,MEDIUM,57,0
CR-2026-01137,ANON-TN-4181C8BD1C,2026-02-17 23:04:33,11,Dindigul,44,Dindigul South,108,Dindigul North Market,COMMUNITY_CONCERN,UNKNOWN_CONTRABAND,Anonymous observation reported near Dindigul North Market locality in Dindigul.,MOBILE_APP,CORROBORATED,PROCESSED,DUP-GRP-120,MEDIUM,62,0
CR-2026-01138,ANON-TN-EE2D5D2194,2025-02-06 23:40:24,27,Perambalur,109,Perambalur South,267,Perambalur South Sector A,REHAB_NEED,OPIOID_ANALOGUES,Anonymous observation reported near Perambalur South Sector A locality in Perambalur.,WEB_PORTAL,CORROBORATED,PROCESSED,DUP-GRP-150,MEDIUM,72,0
CR-2026-01139,ANON-TN-DA3DE2D3FC,2025-08-28 04:48:51,36,Ranipet,146,Ranipet East,357,Ranipet East Sector A,REHAB_NEED,COMMERCIAL_GANJA,Anonymous observation reported near Ranipet East Sector A locality in Ranipet.,WEB_PORTAL,NEEDS_VERIFICATION,PROCESSED,DUP-GRP-167,MEDIUM,59,0
CR-2026-01140,ANON-TN-3E02B2A327,2025-09-23 01:41:22,13,Thoothukudi,53,Thoothukudi Rural,128,Thoothukudi East Market,COMMUNITY_CONCERN,OPIOID_ANALOGUES,Anonymous observation reported near Thoothukudi East Market locality in Thoothukudi.,MOBILE_APP,DISMISSED,PROCESSED,DUP-GRP-276,MEDIUM,68,0
CR-2026-01141,ANON-TN-EF0DAFFCF8,2026-02-06 17:38:04,28,Pudukkottai,113,Pudukkottai East,274,Pudukkottai North Market,COMMUNITY_CONCERN,COMMERCIAL_GANJA,Anonymous observation reported near Pudukkottai North Market locality in Pudukkottai.,MOBILE_APP,UNVERIFIED,PROCESSED,DUP-GRP-395,MEDIUM,79,0
CR-2026-01142,ANON-TN-6EE97900AB,2026-07-17 19:02:45,8,Erode,30,Erode South,73,Erode South Market,COMMUNITY_CONCERN,SYNTHETIC_MDMA,Anonymous observation reported near Erode South Market locality in Erode.,WEB_PORTAL,UNVERIFIED,PROCESSED,DUP-GRP-270,LOW,79,0
CR-2026-01143,ANON-TN-5E557AE6FA,2024-12-19 05:41:51,24,Nilgiris,98,Nilgiris East,243,Nilgiris West Sector A,SUSPECTED_DISTRIBUTION,CHEMICAL_PRECURSORS,Anonymous observation reported near Nilgiris West Sector A locality in Nilgiris.,WEB_PORTAL,NEEDS_VERIFICATION,PROCESSED,DUP-GRP-388,MEDIUM,87,0
CR-2026-01144,ANON-TN-60F71915BB,2024-12-06 11:50:27,22,Dharmapuri,88,Dharmapuri North,219,Dharmapuri North Sector A,COMMUNITY_CONCERN,OPIOID_ANALOGUES,Anonymous observation reported near Dharmapuri North Sector A locality in Dharmapuri.,TELEGRAM_BOT,CORROBORATED,PROCESSED,DUP-GRP-143,LOW,80,0
CR-2026-01145,ANON-TN-B25025171D,2026-01-16 14:41:25,4,Salem,14,Salem South,40,Salem West Market,SUSPECTED_DISTRIBUTION,SYNTHETIC_MDMA,Anonymous observation reported near Salem West Market locality in Salem.,WEB_PORTAL,DISMISSED,PROCESSED,DUP-GRP-228,LOW,88,0
CR-2026-01146,ANON-TN-F9AA1EDF60,2025-08-26 08:34:07,3,Madurai,11,Madurai East,23,Madurai North Market,HEALTH_EMERGENCY,OPIOID_ANALOGUES,Anonymous observation reported near Madurai North Market locality in Madurai.,MOBILE_APP,CORROBORATED,PROCESSED,DUP-GRP-18,MEDIUM,92,0
CR-2026-01147,ANON-TN-6629201E2E,2026-02-03 14:56:04,3,Madurai,12,Madurai West,29,Madurai East Bypass Hub,REHAB_NEED,COMMERCIAL_GANJA,Anonymous observation reported near Madurai East Bypass Hub locality in Madurai.,MOBILE_APP,CORROBORATED,PROCESSED,DUP-GRP-295,MEDIUM,62,0
CR-2026-01148,ANON-TN-A55A050456,2026-02-25 07:48:15,37,Tirupathur,147,Tirupathur North,365,Tirupathur East Market,COMMUNITY_CONCERN,PRESCRIPTION_NARCOTICS,Anonymous observation reported near Tirupathur East Market locality in Tirupathur.,WEB_PORTAL,DISMISSED,PROCESSED,DUP-GRP-170,HIGH,90,0
CR-2026-01149,ANON-TN-9DEB9C6A69,2025-05-12 20:46:50,2,Coimbatore,6,Coimbatore North,20,Coimbatore East Sector A,COMMUNITY_CONCERN,COMMERCIAL_GANJA,Anonymous observation reported near Coimbatore East Sector A locality in Coimbatore.,WEB_PORTAL,UNVERIFIED,PROCESSED,DUP-GRP-300,MEDIUM,55,0
CR-2026-01150,ANON-TN-3E1BAE7826,2025-07-14 09:03:42,38,Tiruvannamalai,150,Tiruvannamalai North,372,Tiruvannamalai East Bypass Hub,REHAB_NEED,PRESCRIPTION_NARCOTICS,Anonymous observation reported near Tiruvannamalai East Bypass Hub locality in Tiruvannamalai.,MOBILE_APP,UNVERIFIED,PROCESSED,DUP-GRP-307,LOW,69,0
CR-2026-01151,ANON-TN-FBFCD3D7E2,2026-07-19 08:28:31,13,Thoothukudi,51,Thoothukudi East,132,Thoothukudi Rural Market,COMMUNITY_CONCERN,COMMERCIAL_GANJA,Anonymous observation reported near Thoothukudi Rural Market locality in Thoothukudi.,TOLL_FREE_IVR,NEEDS_VERIFICATION,PROCESSED,DUP-GRP-330,LOW,58,0
CR-2026-01152,ANON-TN-9C7A51D364,2026-08-15 04:20:04,27,Perambalur,110,Perambalur East,265,Perambalur North Sector A,COMMUNITY_CONCERN,CHEMICAL_PRECURSORS,Anonymous observation reported near Perambalur North Sector A locality in Perambalur.,WEB_PORTAL,NEEDS_VERIFICATION,PROCESSED,DUP-GRP-326,HIGH,83,0
CR-2026-01153,ANON-TN-6437D5A83F,2024-11-26 13:39:28,15,Tenkasi,61,Tenkasi East,148,Tenkasi North Bypass Hub,REHAB_NEED,COMMERCIAL_GANJA,Anonymous observation reported near Tenkasi North Bypass Hub locality in Tenkasi.,WEB_PORTAL,CORROBORATED,PROCESSED,DUP-GRP-10,LOW,77,0
CR-2026-01154,ANON-TN-DDAA879A54,2025-07-22 00:27:20,3,Madurai,12,Madurai West,22,Madurai North Sector A,HEALTH_EMERGENCY,SYNTHETIC_MDMA,Anonymous observation reported near Madurai North Sector A locality in Madurai.,MOBILE_APP,UNVERIFIED,PROCESSED,DUP-GRP-70,HIGH,72,0
CR-2026-01155,ANON-TN-3A4B1B0B44,2026-01-15 07:02:19,13,Thoothukudi,49,Thoothukudi North,128,Thoothukudi East Market,REHAB_NEED,OPIOID_ANALOGUES,Anonymous observation reported near Thoothukudi East Market locality in Thoothukudi.,TOLL_FREE_IVR,CORROBORATED,PROCESSED,DUP-GRP-163,HIGH,56,0
CR-2026-01156,ANON-TN-9072C8669F,2025-08-17 00:21:25,23,Namakkal,93,Namakkal South,233,Namakkal East Market,COMMUNITY_CONCERN,COMMERCIAL_GANJA,Anonymous observation reported near Namakkal East Market locality in Namakkal.,TOLL_FREE_IVR,DISMISSED,PROCESSED,DUP-GRP-354,HIGH,84,0
CR-2026-01157,ANON-TN-AFD1258752,2025-03-28 15:03:52,4,Salem,13,Salem North,32,Salem North Sector A,COMMUNITY_CONCERN,COMMERCIAL_GANJA,Anonymous observation reported near Salem North Sector A locality in Salem.,MOBILE_APP,NEEDS_VERIFICATION,PROCESSED,DUP-GRP-75,HIGH,70,0
CR-2026-01158,ANON-TN-3EA4BE2865,2025-01-21 03:03:33,38,Tiruvannamalai,153,Tiruvannamalai West,371,Tiruvannamalai East Market,HEALTH_EMERGENCY,CHEMICAL_PRECURSORS,Anonymous observation reported near Tiruvannamalai East Market locality in Tiruvannamalai.,WEB_PORTAL,DISMISSED,PROCESSED,DUP-GRP-308,LOW,60,0
CR-2026-01159,ANON-TN-1CDAB470E9,2025-02-09 07:50:27,25,Karur,102,Karur East,249,Karur South Market,COMMUNITY_CONCERN,SYNTHETIC_MDMA,Anonymous observation reported near Karur South Market locality in Karur.,TOLL_FREE_IVR,CORROBORATED,PROCESSED,DUP-GRP-171,MEDIUM,82,0
CR-2026-01160,ANON-TN-4926EDE653,2024-12-20 09:06:24,23,Namakkal,94,Namakkal East,227,Namakkal North Sector A,COMMUNITY_CONCERN,SYNTHETIC_MDMA,Anonymous observation reported near Namakkal North Sector A locality in Namakkal.,WEB_PORTAL,UNVERIFIED,PROCESSED,DUP-GRP-152,HIGH,85,0
CR-2026-01161,ANON-TN-89DB59EC91,2025-12-23 13:23:19,2,Coimbatore,6,Coimbatore North,18,Coimbatore South Sector A,REHAB_NEED,UNKNOWN_CONTRABAND,Anonymous observation reported near Coimbatore South Sector A locality in Coimbatore.,TELEGRAM_BOT,DISMISSED,PROCESSED,DUP-GRP-97,HIGH,74,0
CR-2026-01162,ANON-TN-D22B3504DB,2025-07-06 06:02:03,13,Thoothukudi,53,Thoothukudi Rural,130,Thoothukudi West Market,COMMUNITY_CONCERN,PRESCRIPTION_NARCOTICS,Anonymous observation reported near Thoothukudi West Market locality in Thoothukudi.,MOBILE_APP,NEEDS_VERIFICATION,PROCESSED,DUP-GRP-391,HIGH,91,0
CR-2026-01163,ANON-TN-6E5DEA9A52,2025-04-01 20:48:08,25,Karur,102,Karur East,252,Karur West Sector A,COMMUNITY_CONCERN,UNKNOWN_CONTRABAND,Anonymous observation reported near Karur West Sector A locality in Karur.,WEB_PORTAL,CORROBORATED,PROCESSED,DUP-GRP-396,LOW,55,0
CR-2026-01164,ANON-TN-571FB590A9,2025-06-01 17:07:38,30,Ramanathapuram,119,Ramanathapuram South,290,Ramanathapuram North Market,HEALTH_EMERGENCY,CHEMICAL_PRECURSORS,Anonymous observation reported near Ramanathapuram North Market locality in Ramanathapuram.,WEB_PORTAL,DISMISSED,PROCESSED,DUP-GRP-151,HIGH,90,0
CR-2026-01165,ANON-TN-2F4565B5E0,2024-12-15 04:45:20,22,Dharmapuri,90,Dharmapuri East,226,Dharmapuri West Market,REHAB_NEED,PRESCRIPTION_NARCOTICS,Anonymous observation reported near Dharmapuri West Market locality in Dharmapuri.,TELEGRAM_BOT,CORROBORATED,PROCESSED,DUP-GRP-86,MEDIUM,57,0
CR-2026-01166,ANON-TN-9254171419,2026-08-02 13:21:35,6,Tirunelveli,24,Tirunelveli South,59,Tirunelveli South Bypass Hub,SUSPECTED_DISTRIBUTION,UNKNOWN_CONTRABAND,Anonymous observation reported near Tirunelveli South Bypass Hub locality in Tirunelveli.,TELEGRAM_BOT,DISMISSED,PROCESSED,DUP-GRP-371,MEDIUM,91,0
CR-2026-01167,ANON-TN-9533F7833E,2025-12-01 05:21:58,17,Chengalpattu,67,Chengalpattu North,176,Chengalpattu Rural Market,COMMUNITY_CONCERN,CHEMICAL_PRECURSORS,Anonymous observation reported near Chengalpattu Rural Market locality in Chengalpattu.,MOBILE_APP,DISMISSED,PROCESSED,DUP-GRP-384,LOW,75,0
CR-2026-01168,ANON-TN-DDDC277EC4,2026-02-04 03:33:52,28,Pudukkottai,111,Pudukkottai North,273,Pudukkottai North Sector A,SUSPECTED_DISTRIBUTION,SYNTHETIC_MDMA,Anonymous observation reported near Pudukkottai North Sector A locality in Pudukkottai.,TELEGRAM_BOT,UNVERIFIED,PROCESSED,DUP-GRP-207,MEDIUM,69,0
CR-2026-01169,ANON-TN-05CCD9AFBE,2026-04-12 23:28:26,31,Virudhunagar,125,Virudhunagar West,300,Virudhunagar North Sector A,COMMUNITY_CONCERN,CHEMICAL_PRECURSORS,Anonymous observation reported near Virudhunagar North Sector A locality in Virudhunagar.,MOBILE_APP,UNVERIFIED,PROCESSED,DUP-GRP-295,MEDIUM,74,0
CR-2026-01170,ANON-TN-1E9E968A7D,2025-11-19 21:36:25,16,Kancheepuram,66,Kancheepuram Rural,159,Kancheepuram East Market,HEALTH_EMERGENCY,PRESCRIPTION_NARCOTICS,Anonymous observation reported near Kancheepuram East Market locality in Kancheepuram.,TELEGRAM_BOT,UNVERIFIED,PROCESSED,DUP-GRP-327,MEDIUM,73,0
CR-2026-01171,ANON-TN-DB4ABCDBB7,2025-04-07 23:08:54,23,Namakkal,94,Namakkal East,229,Namakkal South Sector A,REHAB_NEED,PRESCRIPTION_NARCOTICS,Anonymous observation reported near Namakkal South Sector A locality in Namakkal.,TOLL_FREE_IVR,NEEDS_VERIFICATION,PROCESSED,DUP-GRP-246,MEDIUM,67,0
CR-2026-01172,ANON-TN-B0832FE606,2025-08-26 17:32:53,23,Namakkal,94,Namakkal East,232,Namakkal East Sector A,HEALTH_EMERGENCY,CHEMICAL_PRECURSORS,Anonymous observation reported near Namakkal East Sector A locality in Namakkal.,MOBILE_APP,DISMISSED,PROCESSED,DUP-GRP-366,MEDIUM,61,0
CR-2026-01173,ANON-TN-B1E7A910EA,2024-10-09 17:01:06,4,Salem,14,Salem South,37,Salem East Sector A,HEALTH_EMERGENCY,PRESCRIPTION_NARCOTICS,Anonymous observation reported near Salem East Sector A locality in Salem.,MOBILE_APP,CORROBORATED,PROCESSED,DUP-GRP-246,HIGH,58,0
